trial	block	stimIndex	Condition	VstimCaption	ISIjitter
264	4	11	FFfamiliar	h	202	
265	4	12	FFfamiliar	FFfamiliarTarget	333	
266	4	13	FFfamiliar	d	257	
267	4	14	FFfamiliar	a	164	
268	4	15	FFfamiliar	b	118	
269	4	16	FFfamiliar	e	207	
270	4	17	FFfamiliar	f	215	
271	4	18	FFfamiliar	g	321	
272	5	1	FFfamiliar	h	127	
273	5	2	FFfamiliar	c	202	
274	5	3	FFfamiliar	b	190	
275	5	4	FFfamiliar	b	283	
276	5	5	FFfamiliar	a	472	
277	5	6	FFfamiliar	FFfamiliarTarget	207	
278	5	8	FFfamiliar	d	215	
279	5	9	FFfamiliar	d	333	
280	5	10	FFfamiliar	g	423	
281	5	11	FFfamiliar	f	164	
282	5	12	FFfamiliar	e	257	
283	5	13	FFfamiliar	a	255	
284	5	14	FFfamiliar	h	408	
285	5	15	FFfamiliar	g	199	
286	5	16	FFfamiliar	e	163	
287	5	17	FFfamiliar	c	118	
288	5	18	FFfamiliar	f	151	
289	5	1	FFnew	FFnewTarget	164	
290	5	2	FFnew	a	408	
291	5	4	FFnew	e	163	
292	5	5	FFnew	b	151	
293	5	6	FFnew	g	283	
294	5	7	FFnew	h	127	
295	5	8	FFnew	d	257	
296	5	9	FFnew	f	118	
297	5	10	FFnew	g	255	
298	5	11	FFnew	a	207	
299	5	12	FFnew	f	202	
300	5	13	FFnew	b	423	
301	5	14	FFnew	e	199	
302	5	15	FFnew	d	190	
303	5	16	FFnew	h	333	
304	5	17	FFnew	c	321	
305	5	18	FFnew	c	472	
306	5	1	letter	n	333	
307	5	2	letter	p	199	
308	5	3	letter	q	215	
309	5	4	letter	p	321	
310	5	7	letter	m	163	
311	5	8	letter	n	151	
312	5	9	letter	d	164	
313	5	10	letter	q	207	
314	5	11	letter	d	408	
315	5	12	letter	u	423	
316	5	13	letter	e	127	
317	5	14	letter	m	118	
318	5	15	letter	b	257	
319	5	16	letter	u	255	
320	5	17	letter	b	190	
321	5	18	letter	e	283	
322	5	1	FFtrained	FFtrainedTarget	472	
323	5	2	FFtrained	a	283	
324	5	3	FFtrained	g	199	
325	5	4	FFtrained	e	257	
326	5	5	FFtrained	e	423	
327	5	7	FFtrained	d	408	
328	5	8	FFtrained	g	190	
329	5	9	FFtrained	d	118	
330	5	10	FFtrained	c	202	
331	5	11	FFtrained	h	163	
332	5	12	FFtrained	b	321	
333	5	13	FFtrained	b	127	
334	5	14	FFtrained	c	215	
335	5	15	FFtrained	a	333	
336	5	16	FFtrained	f	151	
337	5	17	FFtrained	h	207	
338	5	18	FFtrained	f	164	
