trial	block	stimIndex	Condition	VstimCaption	ISIjitter
300	5	10	letter	p	255	
301	5	11	letter	b	472	
302	5	12	letter	b	199	
303	5	13	letter	m	190	
304	5	15	letter	q	151	
305	5	16	letter	d	321	
306	5	17	letter	u	333	
307	5	18	letter	m	257	
308	5	1	FFtrained	b	190	
309	5	2	FFtrained	f	408	
310	5	4	FFtrained	a	207	
311	5	5	FFtrained	b	127	
312	5	6	FFtrained	h	283	
313	5	7	FFtrained	d	151	
314	5	8	FFtrained	g	199	
315	5	9	FFtrained	a	164	
316	5	10	FFtrained	c	333	
317	5	11	FFtrained	h	163	
318	5	12	FFtrained	d	202	
319	5	13	FFtrained	c	215	
320	5	14	FFtrained	e	255	
321	5	16	FFtrained	f	423	
322	5	17	FFtrained	e	118	
323	5	18	FFtrained	g	321	
324	5	1	FFnew	h	190	
325	5	2	FFnew	e	202	
326	5	3	FFnew	g	283	
327	5	4	FFnew	d	257	
328	5	5	FFnew	a	164	
329	5	6	FFnew	b	408	
330	5	7	FFnew	h	255	
331	5	8	FFnew	a	118	
332	5	9	FFnew	d	215	
333	5	10	FFnew	f	472	
334	5	11	FFnew	e	423	
335	5	12	FFnew	g	163	
336	5	13	FFnew	c	207	
337	5	14	FFnew	FFnewTarget	321	
338	5	15	FFnew	f	127	
339	5	17	FFnew	c	333	
340	5	18	FFnew	b	151	
